level_0,index,id,time,orig_time,first_time,mat_time,balance_time,LTV_time,interest_rate_time,rate_time,hpi_time,gdp_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,default_time,payoff_time,status_time
12,308983,24720,40,26,28,146,138157.75,134.5179372,9.75,4.64,156.21,1.585965512,0,0,1,0,611,95,0,1,0,1
14,308970,24719,42,26,28,146,175940.13,140.5647676,8.25,4.64,161,3.02949864,0,0,1,0,624,95,8.25,1,0,1
32,308955,24718,60,26,28,146,116908.74,110.9099457,5.125,4.64,189.82,2.836358176,0,0,1,0,561,90,5.125,0,0,0
13,308922,24717,41,26,28,146,230715.84,111.2383276,8.25,4.64,161.06,2.682496806,0,1,0,0,661,80,8.25,1,0,1
18,308908,24716,46,26,28,147,93005.95,112.2094781,9,4.64,155.61,1.175909032,0,0,1,0,603,80,9,1,0,1
32,308884,24714,60,26,28,147,383475.03,79.78031751,2,4.64,189.82,2.836358176,0,0,1,0,610,75,0,0,0,0
32,308843,24712,60,26,28,146,70736.48,107.5430546,4.05,4.64,189.82,2.836358176,0,0,1,0,648,100,4.05,0,0,0
16,308799,24710,44,26,28,146,112429.56,144.5706048,5,4.64,150.91,1.875514938,0,0,1,0,604,80,5,1,0,1
11,308761,24704,39,26,28,146,201081.26,112.2303342,7.999,4.64,158.16,-0.241080652,0,0,1,0,666,80,0,1,0,1
13,308702,24696,32,17,19,138,399200,77.80794649,9.25,4.62,186.12,1.10416276,0,0,1,0,624,80.7,0,1,0,1
25,308654,24691,44,17,19,138,63010.71,88.14971065,6.75,4.62,150.91,1.875514938,0,0,1,0,637,80,0,1,0,1
19,308613,24688,38,17,19,138,109092.65,93.41068957,4.53,4.62,158.77,-3.339549297,0,1,0,0,602,80,0,1,0,1
14,308577,24685,33,17,19,138,131784.82,84.4781142,10.875,4.62,180.52,0.836858663,0,0,1,0,619,87.7,0,1,0,1
41,308509,24675,60,17,19,138,136004.04,76.07931581,6,4.62,189.82,2.836358176,0,0,1,0,713,90,0,0,0,0
41,308435,24669,60,17,19,138,328460.77,75.3681377,5.065,4.62,189.82,2.836358176,0,0,0,0,641,80,5.065,0,0,0
31,308336,24657,50,17,19,138,304188.45,85.86041486,5.875,4.62,158.94,2.366409899,1,0,0,0,701,80,0,1,0,1
41,308239,24647,60,17,19,137,110857.91,70.90176032,2.25,4.62,189.82,2.836358176,0,0,1,0,635,80,0,0,0,0
41,308123,24638,60,17,19,137,89818.23,76.82848515,8.125,4.62,189.82,2.836358176,0,0,1,0,633,94.1,8.125,0,0,0
14,308023,24631,33,17,19,137,100399,79.52502222,9,4.62,180.52,0.836858663,0,0,1,0,614,80,0,1,0,1
41,307966,24626,60,17,19,137,568047.84,67.12687341,5.875,4.62,189.82,2.836358176,1,0,0,0,688,80,0,0,0,0
27,307852,24603,48,19,19,133,50678.89,110.4011964,9.375,4.24,146.45,2.715902885,0,0,1,0,574,90,0,0,0,0
17,307806,24597,38,19,19,133,462882.88,95.39686865,7.625,4.24,158.77,-3.339549297,0,1,0,0,704,80,0,1,0,1
16,307696,24576,36,19,20,139,192700,101.0932136,9.125,4.24,151.48,-3.516567987,0,0,1,0,601,80,0,1,0,1
40,307444,24546,60,18,20,138,170011.72,79.71685102,7.5,4.14,189.82,2.836358176,0,0,1,0,604,90,0,0,0,0
41,307372,24541,60,18,19,138,123447.14,83.83079773,6.5,4.14,189.82,2.836358176,0,0,1,0,726,100,0,0,0,0
22,307214,24528,42,18,20,138,400631.63,90.31183497,6.625,4.14,161,3.02949864,0,0,0,0,696,80,0,1,0,1
40,307181,24525,60,18,20,138,170478.67,86.084707,8,4.14,189.82,2.836358176,0,0,1,0,668,100,8,0,0,0
27,306822,24480,47,18,20,138,190166.48,87.36912781,6.99,4.14,149.58,1.668182319,0,1,0,0,616,75.3,6.99,1,0,1
41,306792,24478,60,18,19,138,82542.56,85.55490182,7.875,4.14,189.82,2.836358176,0,0,1,0,686,100,7.875,0,0,0
12,306708,24470,32,17,20,138,153382.79,86.02579732,10.625,4.62,186.12,1.10416276,0,0,1,0,672,92.2,0,1,0,1
11,306601,24460,31,18,20,139,146529.2,91.23104969,11.5,4.14,200.67,1.850689166,0,0,1,0,648,100,0,1,0,1
41,306483,24444,60,17,19,137,51711.22,83.4825872,8.875,4.62,189.82,2.836358176,0,0,1,0,711,99.9,8.875,0,0,0
21,306409,24439,40,18,19,138,125507.74,107.7531152,7.5,4.14,156.21,1.585965512,0,0,1,0,650,95,0,1,0,1
41,306387,24438,60,17,19,138,38700.56,74.81865278,7.75,4.62,189.82,2.836358176,1,0,0,0,683,100,0,0,0,0
11,306332,24436,30,17,19,137,79419.27,66.91098231,8,4.62,212.73,2.274217801,0,0,1,0,571,79.9,0,1,0,1
13,306297,24432,33,18,20,138,121550.21,82.66194595,5.875,4.14,180.52,0.836858663,0,0,1,0,649,80,0,1,0,1
22,306248,24424,41,17,19,137,80248.15,107.22876,8.875,4.62,161.06,2.682496806,0,0,1,0,609,99.9,0,1,0,1
12,306166,24411,32,18,20,138,105091.94,79.5762567,7.625,4.14,186.12,1.10416276,0,1,0,0,664,80,7.625,1,0,1
41,306111,24407,60,17,19,137,114823.22,67.70827882,7.375,4.62,189.82,2.836358176,0,1,0,0,630,99.8,0,0,0,0
24,305997,24396,43,17,19,137,84242.8,108.8554826,7,4.62,156.04,2.694110549,0,0,1,0,682,100,0,1,0,1
24,305972,24395,43,17,19,137,133738.39,114.0122882,8,4.62,156.04,2.694110549,0,1,0,0,633,100,8,1,0,1
16,305947,24394,35,17,19,137,285993.72,107.3301463,9.875,4.62,162.09,-2.805844087,0,0,0,0,636,100,0,1,0,1
12,305930,24393,31,17,19,137,175870,71.52000666,8.375,4.62,200.67,1.850689166,0,0,1,0,633,80,0,1,0,1
11,305876,24387,30,17,19,137,129857.59,84.32821549,11.625,4.62,212.73,2.274217801,1,0,0,0,616,100,0,1,0,1
11,305851,24385,30,17,19,137,166196.62,82.3860112,11.5,4.62,212.73,2.274217801,0,1,0,0,617,99.9,0,1,0,1
21,305830,24383,40,17,19,137,79463.12,108.6935493,7.875,4.62,156.21,1.585965512,0,0,1,0,620,99.9,7.875,1,0,1
23,305758,24372,43,18,20,138,192741.91,98.2437411,7.125,4.14,156.04,2.694110549,0,0,1,0,578,80,0,1,0,1
19,305701,24367,38,17,19,137,62925.76,106.9502594,7.375,4.62,158.77,-3.339549297,0,0,1,0,710,100,7.375,1,0,1
18,305648,24361,37,17,19,137,214899.15,117.0194263,8.5,4.62,153.35,-4.146710947,0,1,0,0,649,100,0,1,0,1
19,305590,24358,39,17,20,77,60432.99,80.6889426,7.125,4.62,158.16,-0.241080652,0,0,1,0,654,91.2,7.125,1,0,1
40,305414,24328,60,17,20,138,99755.18,72.54268032,6.875,4.62,189.82,2.836358176,0,0,1,0,703,95,6.875,0,0,0
41,305324,24317,60,17,19,137,161252.29,75.0922749,7.25,4.62,189.82,2.836358176,0,0,1,0,607,93.1,7.25,0,0,0
16,305247,24314,35,17,19,137,193324.14,107.0146737,8.875,4.62,162.09,-2.805844087,0,0,1,0,600,100,8.875,1,0,1
31,305174,24306,50,16,19,137,130237.61,94.35451289,7,3.86,158.94,2.366409899,0,1,0,0,640,100,7,1,0,1
29,305107,24299,48,17,19,137,32460.39,104.6704819,9.625,4.62,146.45,2.715902885,0,0,1,0,588,90,9.625,1,0,1
40,305077,24298,59,17,19,138,76189.64,85.71797243,8.75,4.62,187.65,2.443647565,0,0,1,0,663,100,8.75,1,0,1
14,304907,24275,33,16,19,137,91420.54,65.89948034,7.125,3.86,180.52,0.836858663,0,0,1,0,570,73.7,7.125,1,0,1
41,304872,24270,60,16,19,137,96561.47,72.41699775,7.5,3.86,189.82,2.836358176,0,1,0,0,688,100,7.5,0,0,0
41,304830,24269,60,16,19,137,109396.14,75.01478703,6.75,3.86,189.82,2.836358176,0,0,0,0,690,100,0,0,0,0
20,304788,24268,39,17,19,137,124330.27,85.49480753,6.375,4.62,158.16,-0.241080652,0,1,0,0,614,80,0,1,0,1
41,304767,24267,60,17,19,137,180817.33,66.22898315,7.125,4.62,189.82,2.836358176,0,0,0,0,575,83.3,7.125,0,0,0
21,304707,24263,40,16,19,137,130305.39,84.8879734,5.25,3.86,156.21,1.585965512,0,0,1,0,750,80,0,1,0,1
14,304654,24256,33,16,19,136,82128.32,89.87217458,8.375,3.86,180.52,0.836858663,0,0,1,0,621,100,8.375,1,0,1
41,304235,24212,60,17,19,137,84988.04,79.54958777,7.875,4.62,189.82,2.836358176,0,0,1,0,602,100,7.875,0,0,0
41,304193,24211,60,17,19,137,94547.7,81.24941784,7.75,4.62,189.82,2.836358176,0,0,1,0,640,99.9,7.75,0,0,0
41,304127,24208,60,16,19,137,103978.15,71.02429152,5,3.86,189.82,2.836358176,0,0,1,0,700,100,0,0,0,0
24,304057,24202,43,16,19,136,222953.3,99.96392112,7.375,3.86,156.04,2.694110549,0,0,1,0,638,100,7.375,1,0,1
13,303872,24173,32,17,19,137,92122.53,94.18995355,11.75,4.62,186.12,1.10416276,0,0,1,0,621,100,0,1,0,1
19,303848,24170,37,15,18,136,154571.81,101.4066827,9.5,4.27,153.35,-4.146710947,0,0,1,0,610,100,0,1,0,1
41,303824,24168,60,16,19,137,59362.77,65.63851748,8.5,3.86,189.82,2.836358176,0,0,1,0,558,85,8.5,0,0,0
18,303742,24160,37,16,19,137,679998.58,87.5955132,5.5,3.86,153.35,-4.146710947,0,0,1,0,671,80,0,1,0,1
11,303712,24157,30,17,19,137,200424.47,84.32397862,11.625,4.62,212.73,2.274217801,0,0,1,0,648,100,0,1,0,1
16,303625,24148,34,15,18,136,319200,74.42515143,6.125,4.27,173.35,-0.314447747,0,1,0,0,600,80,0,1,0,1
40,303499,24135,60,18,20,139,64489.08,70.55604692,2,4.14,189.82,2.836358176,0,0,1,0,644,100,2,0,0,0
41,303450,24133,60,17,19,137,45976.04,62.03546227,6.125,4.62,189.82,2.836358176,0,0,1,0,640,78.5,0,0,0,0
14,303408,24132,33,17,19,137,125266.29,88.79504564,7.625,4.62,180.52,0.836858663,0,0,1,0,605,92.7,7.625,1,0,1
11,303345,24124,30,17,19,137,169090.89,81.04241141,7.125,4.62,212.73,2.274217801,0,1,0,0,742,99.6,7.125,1,0,1
41,303319,24121,60,17,19,137,58253.07,40.62201656,6.875,4.62,189.82,2.836358176,0,0,1,0,571,68.6,0,0,0,0
18,303258,24119,37,16,19,136,67673.18,106.0064254,10.5,3.86,153.35,-4.146710947,0,0,1,0,609,100,0,1,0,1
20,303212,24114,38,15,18,136,147365.64,92.15927614,8.875,4.27,158.77,-3.339549297,0,1,0,0,631,95,0,1,0,1
22,303099,24100,40,15,18,135,128466.7,98.24298586,8.875,4.27,156.21,1.585965512,0,0,1,0,716,100,8.875,1,0,1
27,302903,24081,45,15,18,136,217728.63,82.44591337,7.5,4.27,154.87,1.639154926,0,0,1,0,638,85,0,1,0,1
43,302854,24076,60,15,17,135,128860.54,59.49955818,6,4.27,189.82,2.836358176,0,0,1,0,683,80,0,0,0,0
41,302810,24075,60,16,19,136,70459.19,75.18266364,7.375,3.86,189.82,2.836358176,0,0,1,0,689,100,7.375,0,0,0
41,302768,24074,60,16,19,136,127709.83,71.95471659,7.75,3.86,189.82,2.836358176,0,0,1,0,602,95,7.75,0,0,0
38,302719,24072,60,15,18,136,87640.75,70.91341548,6.33,4.27,189.82,2.836358176,0,0,1,0,652,100,0,0,0,0
35,302630,24064,52,15,17,135,42287.56,91.02000457,8.75,4.27,161.13,1.081049418,0,0,1,0,665,100,8.75,1,0,1
41,302575,24060,60,16,19,136,90561.25,66.20512816,7.5,3.86,189.82,2.836358176,0,0,1,0,570,85,0,0,0,0
16,120482,11290,41,25,25,142,315779.63,126.4022087,3.875,5.15,161.06,2.682496806,0,0,0,0,681,80,0.95,1,0,1
11,120465,11289,36,25,25,142,162269.11,124.2742071,5,5.15,151.48,-3.516567987,0,0,0,0,801,76.9,0.95,1,0,1
41,302223,24005,60,16,19,136,75756.28,77.47063677,6.75,3.86,189.82,2.836358176,0,0,1,0,744,100,0,0,0,0
43,302090,23991,60,15,17,95,43072.47,50.12894146,7.25,4.27,189.82,2.836358176,0,0,1,0,632,95,7.25,0,0,0
16,301873,23963,34,15,18,135,103025,83.34403506,10.75,4.27,173.35,-0.314447747,0,0,1,0,564,90,0,1,0,1
12,301824,23957,30,15,18,136,100552.99,58.63763997,10.625,4.27,212.73,2.274217801,0,0,1,0,545,80,0,1,0,1
43,301783,23952,60,14,17,135,103198.13,37.63840061,8,3.96,189.82,2.836358176,0,0,1,0,561,52.8,0,0,0,0
15,301672,23941,33,15,18,135,141779.2,68.46506963,9.5,4.27,180.52,0.836858663,0,0,1,0,603,80,0,1,0,1
43,301379,23894,60,14,17,135,77127.6,49.44719937,2.375,3.96,189.82,2.836358176,0,0,1,0,653,100,0,0,0,0
24,301242,23876,41,15,17,135,399200,80.10430895,6,4.27,161.06,2.682496806,0,0,1,0,553,80,0,1,0,1
43,301069,23851,60,14,17,134,64433.47,69.11812307,7.5,3.96,189.82,2.836358176,1,0,0,0,665,100,7.5,0,0,0
43,301018,23849,60,14,17,134,90318.18,63.34774599,7.375,3.96,189.82,2.836358176,0,0,1,0,574,90,0,0,0,0
43,300904,23838,60,14,17,135,94022.94,55.53886159,5.875,3.96,189.82,2.836358176,0,0,0,0,718,78.1,0,0,0,0
25,300678,23802,42,14,17,135,108406.12,87.40383702,7.5,3.96,161,3.02949864,0,0,1,0,611,95,0,1,0,1
13,300640,23799,30,14,17,134,97981.71,58.82490634,12,3.96,212.73,2.274217801,0,0,1,0,569,82.4,0,1,0,1
13,300501,23777,30,15,17,135,75409.49,58.93579079,10.25,4.27,212.73,2.274217801,0,0,1,0,635,80,0,1,0,1
23,300487,23776,40,15,17,135,38085.25,78.63783711,8,4.27,156.21,1.585965512,0,0,1,0,586,80,0,1,0,1
43,300454,23774,60,15,17,135,68488.37,51.49321448,2,4.27,189.82,2.836358176,0,1,0,0,686,95,0,0,0,0
43,300395,23771,60,14,17,134,78657.07,56.14290209,8.25,3.96,189.82,2.836358176,0,0,0,1,583,83.5,8.25,0,0,0
44,300351,23770,60,13,16,134,63247.53,66.50620055,8.25,3.54,189.82,2.836358176,0,1,0,0,635,100,8.25,0,0,0
42,300296,23768,60,15,18,135,45585.45,72.79913699,8.25,4.27,189.82,2.836358176,0,0,0,0,647,100,0,0,0,0
42,300251,23766,60,14,18,135,32661.58,62.91720791,7.5,3.96,189.82,2.836358176,0,0,0,0,693,100,7.5,0,0,0
17,300208,23765,34,14,17,135,586569.69,62.06937734,5.75,3.96,173.35,-0.314447747,0,0,1,0,734,73.6,5.75,1,0,1
30,299954,23729,46,13,16,134,95786.46,74.31333225,6.25,3.54,155.61,1.175909032,0,0,1,0,633,80,0,1,0,1
44,299870,23719,60,13,16,134,80423.36,45.30373509,2,3.54,189.82,2.836358176,0,0,1,0,568,85,2,0,0,0
44,299743,23708,60,13,16,133,58982.92,68.40647118,4.75,3.54,189.82,2.836358176,0,0,1,0,636,100,0,0,0,0
12,299683,23703,29,14,17,134,251722.08,64.42397164,10.875,3.96,217.37,1.69296867,0,0,1,0,652,90,0,1,0,1
17,299664,23701,34,14,17,134,77279.15,86.802518,11.75,3.96,173.35,-0.314447747,0,0,1,0,654,100,0,1,0,1
43,299646,23700,60,14,17,134,64640.76,58.93941152,5.023,3.96,189.82,2.836358176,0,0,1,0,549,80,5.023,0,0,0
44,299545,23687,60,13,16,133,246108.41,55.13960142,7.375,3.54,189.82,2.836358176,0,0,1,0,690,80,0,0,0,0
27,119710,11220,60,29,33,149,397548.88,91.23209019,2.838,5.03,189.82,2.836358176,0,0,1,1,667,80,2.838,0,0,0
23,119525,11211,53,28,30,148,483876.22,87.18860182,1,4.65,173.17,0.892996155,0,0,1,0,699,80,0,1,0,1
30,119473,11208,60,28,30,148,189848.56,97.64580053,9.45,4.65,189.82,2.836358176,0,0,1,0,609,90,0,0,0,0
12,299011,23611,28,12,16,133,85474.34,64.04287943,11.75,3.83,219.67,1.22917225,0,0,1,0,608,100,0,1,0,1
30,119402,11205,60,28,30,148,597751.26,100.2536494,2,4.65,189.82,2.836358176,0,0,1,0,641,85,2,1,0,1
14,298984,23607,30,12,16,132,62116.71,67.13170415,8,3.83,212.73,2.274217801,0,0,1,0,612,100,0,1,0,1
30,119371,11204,60,28,30,148,107258.74,70.9724471,3.122,4.65,189.82,2.836358176,0,0,1,0,522,69.9,3.122,0,0,0
43,298944,23603,59,12,16,133,50308.09,66.94987693,8.75,3.83,187.65,2.443647565,0,0,1,0,636,100,8.75,1,0,1
44,298853,23594,60,12,16,132,126757.84,66.70422994,3.125,3.83,189.82,2.836358176,0,0,1,0,661,100,3.125,0,0,0
44,298730,23581,60,13,16,133,37424.03,49.19026175,7.375,3.54,189.82,2.836358176,0,0,0,0,691,80,7.375,0,0,0
23,298665,23577,60,8,37,129,49698,32.96792835,8.125,5.42,189.82,2.836358176,0,0,1,0,658,65,8.125,0,0,0
12,298641,23576,49,6,37,127,108763.82,56.38271884,8.625,4.6,154.94,2.456633821,0,0,1,1,620,80,0,1,0,1
23,298628,23575,60,6,37,127,56836.21,49.06122886,8.875,4.6,189.82,2.836358176,0,0,1,0,604,90,0,0,0,0
28,298534,23568,52,22,24,142,393798.28,101.2351492,5.25,4.34,161.13,1.081049418,0,0,1,0,658,80,5.25,1,0,1
21,298460,23558,45,22,24,142,260313.71,85.75437861,6.3,4.34,154.87,1.639154926,0,0,1,0,637,65.9,6.3,1,0,1
18,298433,23556,42,22,24,142,275393.19,108.7356912,5,4.34,161,3.02949864,0,0,1,0,649,80,5,1,0,1
36,298413,23554,60,21,24,142,144005.87,85.64889642,3.375,3.94,189.82,2.836358176,0,0,1,0,586,95,3.375,0,0,0
36,298352,23550,60,22,24,142,404573.76,79.3838094,6.6,4.34,189.82,2.836358176,0,0,0,1,697,80,6.6,0,0,0
20,298315,23549,44,22,24,160,119687.13,110.9166932,5.5,4.34,150.91,1.875514938,1,0,0,0,609,80,5.5,1,0,1
20,298264,23543,44,22,24,142,177951.53,116.1877132,7.6,4.34,150.91,1.875514938,0,0,1,0,592,85,7.6,1,0,1
36,298243,23542,60,22,24,142,132049.38,94.24831453,4.5,4.34,189.82,2.836358176,0,0,1,0,631,95,4.5,0,0,0
33,298206,23541,57,22,24,142,81064.39,94.81744701,8.6,4.34,187.2,2.556051733,0,0,1,0,551,90,8.6,1,0,1
36,298139,23535,60,22,24,142,93728.04,91.09381219,7.8,4.34,189.82,2.836358176,0,0,1,1,614,90,7.8,0,0,0
22,298077,23529,46,22,24,142,108595.08,103.6141262,6.25,4.34,155.61,1.175909032,0,0,1,0,647,80,6.25,1,0,1
12,298035,23524,36,22,24,142,95483.62,118.815997,11.85,4.34,151.48,-3.516567987,0,0,1,0,539,80,9.85,1,0,1
15,298004,23521,39,22,24,142,120399.56,109.6455275,7,4.34,158.16,-0.241080652,1,0,0,0,596,80,6.4,1,0,1
36,297942,23517,60,21,24,141,82511.93,95.56666814,8.26,3.94,189.82,2.836358176,0,0,1,0,627,100,8.26,0,0,0
14,297881,23498,60,22,46,142,69205.44,83.4105376,6.32,4.34,189.82,2.836358176,0,0,0,0,615,85,6.32,0,0,0
14,297866,23497,60,22,46,142,57989.54,79.78638346,6.72,4.34,189.82,2.836358176,0,0,1,0,746,80,6.72,0,0,0
15,297831,23492,39,21,24,142,184775.63,102.0952197,5.85,3.94,158.16,-0.241080652,0,0,1,0,622,80,5.85,1,0,1
30,119050,11181,60,28,30,148,107201.28,105.1348609,7.34,4.65,189.82,2.836358176,0,0,1,0,690,95,0,0,0,0
36,297794,23486,60,21,24,142,65561.22,62.71058801,7.17,3.94,189.82,2.836358176,0,0,1,0,539,65.2,7.17,0,0,0
14,297690,23477,38,22,24,82,157010.82,88.61315549,5.99,4.34,158.77,-3.339549297,0,0,1,0,603,77.3,5.99,1,0,1
36,297661,23473,60,22,24,142,100327.94,76.3814405,7.7,4.34,189.82,2.836358176,0,0,1,1,682,75,7.7,0,0,0
14,297556,23463,38,21,24,141,73314.6,114.8391683,10.125,3.94,158.77,-3.339549297,0,0,1,0,514,89.9,8.5,1,0,1
17,297521,23459,41,21,24,141,166500.08,68.59915535,6.999,3.94,161.06,2.682496806,0,0,1,0,515,55.6,6.999,1,0,1
36,297425,23444,60,21,24,141,78789.5,99.6465797,6.775,3.94,189.82,2.836358176,0,1,0,0,570,95,6.775,0,0,0
12,297369,23439,36,21,24,141,249036.63,107.3033374,9.199,3.94,151.48,-3.516567987,0,1,0,0,673,80,7.699,1,0,1
13,297341,23436,37,21,24,141,479970,107.726074,7.5,3.94,153.35,-4.146710947,0,0,1,0,633,79.1,5.875,1,0,1
36,297252,23421,60,24,24,141,54350.98,95.62108152,8.399,4.86,189.82,2.836358176,0,0,0,0,540,90,8.399,0,0,0
12,297215,23420,36,24,24,141,369464.13,113.9316835,6.99,4.86,151.48,-3.516567987,0,0,0,0,728,80,6.99,1,0,1
29,297202,23419,53,24,24,141,73351.1,119.9692453,8.799,4.86,173.17,0.892996155,0,0,0,0,659,100,8.799,1,0,1
36,297172,23418,60,24,24,141,46265.8,99.15587734,8.7,4.86,189.82,2.836358176,0,0,0,1,707,95,8.7,0,0,0
34,297135,23417,58,24,24,141,107392.63,96.63887225,8.375,4.86,188.37,2.868593825,0,0,0,1,658,90,8.375,1,0,1
36,297037,23408,60,24,24,141,171656.16,94.55112369,8.509,4.86,189.82,2.836358176,0,0,0,0,536,90,8.509,0,0,0
36,296876,23393,60,24,24,141,135529.48,81.9257141,6.8,4.86,189.82,2.836358176,0,0,0,0,615,80,6.8,0,0,0
13,296821,23390,37,24,24,141,135200,116.7264428,7.25,4.86,153.35,-4.146710947,0,0,0,0,621,80,7.25,1,0,1
31,296753,23381,55,21,24,141,40391.67,85.82081298,8.99,3.94,180.07,2.422274869,0,0,1,0,643,100,8.99,1,0,1
12,296689,23372,36,24,24,141,393071.65,112.7384969,6.25,4.86,151.48,-3.516567987,1,0,0,0,693,80,6.25,1,0,1
36,296657,23368,60,24,24,141,53060.77,86.83371344,7.99,4.86,189.82,2.836358176,0,0,0,0,612,83.3,7.99,0,0,0
19,296620,23367,43,24,24,141,114005.41,111.2077947,7.999,4.86,156.04,2.694110549,0,0,0,0,664,80,7.999,1,0,1
12,296600,23366,36,24,24,141,185766.37,122.9008164,11,4.86,151.48,-3.516567987,0,0,0,0,605,85,9.375,1,0,1
36,296576,23363,60,24,24,140,84166.01,102.2789074,7.75,4.86,189.82,2.836358176,0,0,0,0,605,100,7.75,0,0,0
27,296501,23355,51,24,24,140,48062.76,104.3170293,7.99,4.86,158.6,1.269044263,0,0,0,0,659,80,7.99,1,0,1
36,296410,23343,60,24,24,140,127257.31,98.04204986,7.25,4.86,189.82,2.836358176,0,0,0,0,615,100,7.25,0,0,0
13,296344,23337,37,24,24,101,33817.27,109.6491564,10.99,4.86,153.35,-4.146710947,0,0,0,0,508,80,10.99,1,0,1
11,296289,23324,35,21,24,142,91599.83,99.19572519,9.125,3.94,162.09,-2.805844087,0,1,0,0,640,79,7.1,1,0,1
11,296241,23316,35,21,24,142,46736.38,82.60074765,9.375,3.94,162.09,-2.805844087,0,0,1,0,580,65.7,7.365,1,0,1
11,296229,23315,35,21,24,142,46270.81,82.21552681,9.125,3.94,162.09,-2.805844087,0,0,1,0,617,65.5,7.23,1,0,1
36,296203,23313,60,21,24,142,201687.08,75.73973175,6.98,3.94,189.82,2.836358176,1,0,0,0,616,80,6.98,0,0,0
16,296116,23299,40,21,24,142,115684.26,114.668607,8.375,3.94,156.21,1.585965512,0,0,1,0,553,90,8.35,1,0,1
36,296077,23294,60,21,24,142,165445.28,86.72718449,6.913,3.94,189.82,2.836358176,1,0,0,0,603,90,6.913,0,0,0
36,295975,23285,60,21,24,141,106029.19,87.71840688,7.99,3.94,189.82,2.836358176,0,1,0,1,667,90,7.99,0,0,0
36,295885,23280,60,21,24,142,122179.76,86.73230216,6.99,3.94,189.82,2.836358176,0,0,0,1,617,90,6.99,0,0,0
36,295840,23277,60,21,24,142,62439.42,85.87805066,7.94,3.94,189.82,2.836358176,0,0,0,1,672,90,7.94,1,0,1
15,295796,23275,39,21,24,142,260000,108.9463202,6.65,3.94,158.16,-0.241080652,0,0,1,0,627,82.5,6.65,1,0,1
36,295762,23270,60,21,24,142,280775.1,77.23460039,3.875,3.94,189.82,2.836358176,0,0,0,0,606,75,3.875,0,0,0
11,295668,23254,35,21,24,141,98932.85,110.8515401,5,3.94,162.09,-2.805844087,0,0,1,1,628,85,8.74,1,0,1
14,295637,23249,38,20,24,141,280112.78,96.29522618,5,4.5,158.77,-3.339549297,1,0,0,0,637,81.1,5.75,1,0,1
26,295353,23212,27,1,1,118,78516.37,23.06182877,7.75,6.03,222.39,2.361721716,0,0,1,0,755,63.6,7.75,1,0,1
59,295217,23195,60,1,1,117,22095.24,11.40305852,9.375,6.03,189.82,2.836358176,0,0,1,0,780,69.9,9.375,0,0,0
38,295140,23193,39,1,1,116,142776.51,42.32807298,10.99,6.03,158.16,-0.241080652,0,0,1,0,490,66.7,10.99,1,0,1
11,295093,23191,25,13,14,133,66600.88,48.95464392,11,3.54,226.29,2.899136717,0,0,1,0,518,75,0,1,0,1
29,295025,23179,43,12,14,132,79497.54,67.68460568,7.29,3.83,156.04,2.694110549,0,0,1,0,584,79.8,7.29,1,0,1
13,294901,23167,45,28,32,148,58364.01,119.9774105,11.8,4.65,154.87,1.639154926,0,0,1,0,538,80,11.8,1,0,1
18,294866,23162,50,28,32,148,401055.67,101.7791527,6.99,4.65,158.94,2.366409899,0,0,1,0,676,75.1,6.99,1,0,1
28,294847,23161,60,28,32,216,420821.35,86.96380213,2,4.65,189.82,2.836358176,0,0,1,0,596,80,7.75,0,0,0
28,294818,23160,60,28,32,148,657223.03,93.29709434,6.7,4.65,189.82,2.836358176,0,0,1,0,606,82.8,6.7,0,0,0
28,294766,23158,60,28,32,148,246394.12,57.03953597,3.365,4.65,189.82,2.836358176,0,0,1,0,662,80,3.365,0,0,0
14,294730,23155,46,28,32,148,250109.52,126.0971987,7.8,4.65,155.61,1.175909032,0,0,1,0,655,90,7.8,1,0,1
28,294712,23152,60,28,32,148,182572.54,63.50490093,7,4.65,189.82,2.836358176,0,0,1,0,599,52.9,7,0,0,0
28,294683,23151,60,28,32,148,218158.09,90.16584815,6.6,4.65,189.82,2.836358176,0,0,1,0,663,80,6.6,0,0,0
21,118068,11114,50,27,29,148,410512.37,114.8783767,2,4.71,158.94,2.366409899,0,0,1,0,590,90,2,1,0,1
13,294640,23148,45,28,32,148,432339.53,91.88019285,6.25,4.65,154.87,1.639154926,0,0,1,0,620,65.4,6.25,1,0,1
28,294620,23146,60,28,32,150,132489.19,55.35150794,2,4.65,189.82,2.836358176,0,0,1,0,739,90,2,0,0,0
15,294591,23145,47,28,32,148,86842.42,117.0045203,10.55,4.65,149.58,1.668182319,0,0,1,0,523,80,10.55,1,0,1
28,294565,23142,60,28,32,216,146949.63,71.75446519,5.125,4.65,189.82,2.836358176,0,0,1,0,537,80,5.125,0,0,0
28,294536,23141,60,28,32,148,275793.8,111.9872087,3.75,4.65,189.82,2.836358176,0,0,1,0,627,90,9.09,0,0,0
15,294507,23140,47,28,32,148,266172.07,114.9690086,10.45,4.65,149.58,1.668182319,0,0,0,0,569,80,10.45,1,0,1
28,294491,23139,60,28,32,148,113919.99,72.03215576,6.95,4.65,189.82,2.836358176,0,0,1,0,659,69.5,6.95,0,0,0
